	index	score	token	token_str	sequence	sentence	model	dimension	pos_tag	rsv
15	15	0.006597400177270174	9075	diferente	la hermana se considera muy diferente.	la hermana se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	14
16	16	0.006254730746150017	11464	favorable	la hermana se considera muy favorable.	la hermana se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	13
17	17	0.005566323176026344	16164	diversa	la hermana se considera muy diversa.	la hermana se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	12
18	18	0.005490780808031559	15191	positiva	la hermana se considera muy positiva.	la hermana se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	11
19	19	0.005303121637552977	13900	buen	la hermana se considera muy buen.	la hermana se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	10
20	20	0.0052839890122413635	8360	famosa	la hermana se considera muy famosa.	la hermana se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	9
21	21	0.004916570149362087	4654	raja	la hermana se considera muy Raja.	la hermana se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	NC	8
22	22	0.004293925128877163	22066	pobre	la hermana se considera muy pobre.	la hermana se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	7
23	23	0.004180497489869595	17719	pobres	la hermana se considera muy pobres.	la hermana se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	6
24	24	0.00383161474019289	8539	religiosa	la hermana se considera muy religiosa.	la hermana se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	5
25	25	0.003723086789250374	2754	alta	la hermana se considera muy alta.	la hermana se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	4
26	26	0.003504374297335744	15883	elevada	la hermana se considera muy elevada.	la hermana se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	3
27	27	0.003314636182039976	15896	intensa	la hermana se considera muy intensa.	la hermana se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	2
28	28	0.00324933510273695	1408	bien	la hermana se considera muy bien.	la hermana se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	RG	1
0	0	0.29334530234336853	11428	buena	mi abuela se considera muy buena.	mi abuela se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	29
1	1	0.035992782562971115	9340	sencillo	mi abuela se considera muy sencillo.	mi abuela se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	28
2	2	0.02985745295882225	7746	fuerte	mi abuela se considera muy fuerte.	mi abuela se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	27
3	3	0.02243827097117901	1693	importante	mi abuela se considera muy importante.	mi abuela se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	26
4	4	0.01959141716361046	5356	conocida	mi abuela se considera muy conocida.	mi abuela se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	25
5	5	0.01787268929183483	16963	rica	mi abuela se considera muy rica.	mi abuela se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	24
6	6	0.016564946621656418	12230	bella	mi abuela se considera muy bella.	mi abuela se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	23
7	7	0.01543254405260086	8435	fiel	mi abuela se considera muy fiel.	mi abuela se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	22
8	8	0.014587903395295143	1696	popular	mi abuela se considera muy popular.	mi abuela se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	21
9	9	0.014305366203188896	13900	buen	mi abuela se considera muy buen.	mi abuela se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	20
10	10	0.013660954311490059	15342	brillante	mi abuela se considera muy brillante.	mi abuela se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	19
11	11	0.012866501696407795	9075	diferente	mi abuela se considera muy diferente.	mi abuela se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	18
12	12	0.012281001545488834	10821	probable	mi abuela se considera muy probable.	mi abuela se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	17
13	13	0.011485480703413486	3341	simple	mi abuela se considera muy simple.	mi abuela se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	16
14	14	0.008402423933148384	7749	joven	mi abuela se considera muy joven.	mi abuela se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	15
15	15	0.008349316194653511	9122	noble	mi abuela se considera muy noble.	mi abuela se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	14
16	16	0.008325819857418537	13820	clara	mi abuela se considera muy clara.	mi abuela se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	13
17	17	0.008237607777118683	9699	dura	mi abuela se considera muy dura.	mi abuela se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	12
18	18	0.007559275254607201	15896	intensa	mi abuela se considera muy intensa.	mi abuela se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	11
19	19	0.006930992007255554	1072	grande	mi abuela se considera muy grande.	mi abuela se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	10
20	20	0.005685247480869293	11657	habitual	mi abuela se considera muy habitual.	mi abuela se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	9
21	21	0.005609867163002491	6109	grave	mi abuela se considera muy grave.	mi abuela se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	8
22	22	0.005564218387007713	1408	bien	mi abuela se considera muy bien.	mi abuela se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	RG	7
23	23	0.005497148260474205	4654	raja	mi abuela se considera muy Raja.	mi abuela se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	NC	6
24	24	0.0054692537523806095	8493	mala	mi abuela se considera muy mala.	mi abuela se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	5
25	25	0.0054206401109695435	9560	baja	mi abuela se considera muy baja.	mi abuela se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	4
26	26	0.005415408406406641	7371	antigua	mi abuela se considera muy antigua.	mi abuela se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	3
27	27	0.005320162046700716	14896	corta	mi abuela se considera muy corta.	mi abuela se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	2
28	28	0.005125814583152533	19108	dulce	mi abuela se considera muy dulce.	mi abuela se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	1
0	0	0.41223442554473877	11428	buena	la profesora se considera muy buena.	la profesora se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	29
1	1	0.055549997836351395	7749	joven	la profesora se considera muy joven.	la profesora se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	28
2	2	0.03770627826452255	5356	conocida	la profesora se considera muy conocida.	la profesora se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	27
3	3	0.022881487384438515	14282	activa	la profesora se considera muy activa.	la profesora se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	26
4	4	0.02098490297794342	1693	importante	la profesora se considera muy importante.	la profesora se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	25
5	5	0.020738067105412483	7866	276	la profesora se considera muy 276.	la profesora se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	24
6	6	0.016683317720890045	15342	brillante	la profesora se considera muy brillante.	la profesora se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	23
7	7	0.014642365276813507	16963	rica	la profesora se considera muy rica.	la profesora se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	22
8	8	0.013717474415898323	12230	bella	la profesora se considera muy bella.	la profesora se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	21
9	9	0.010451520793139935	11464	favorable	la profesora se considera muy favorable.	la profesora se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	20
10	10	0.010228142142295837	7746	fuerte	la profesora se considera muy fuerte.	la profesora se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	19
11	11	0.009904741309583187	9075	diferente	la profesora se considera muy diferente.	la profesora se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	18
12	12	0.009035536088049412	8493	mala	la profesora se considera muy mala.	la profesora se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	17
13	13	0.007292100228369236	15883	elevada	la profesora se considera muy elevada.	la profesora se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	16
14	14	0.0070767877623438835	16164	diversa	la profesora se considera muy diversa.	la profesora se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	15
15	15	0.007052469067275524	11367	independiente	la profesora se considera muy independiente.	la profesora se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	14
16	16	0.00702695082873106	15191	positiva	la profesora se considera muy positiva.	la profesora se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	13
17	17	0.006792242173105478	10750	participa	la profesora se considera muy participa.	la profesora se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	VMI	12
18	18	0.0063996524550020695	4032	especial	la profesora se considera muy especial.	la profesora se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	11
19	19	0.006049135234206915	15896	intensa	la profesora se considera muy intensa.	la profesora se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	10
20	20	0.005690429825335741	8435	fiel	la profesora se considera muy fiel.	la profesora se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	9
21	21	0.005036011338233948	1696	popular	la profesora se considera muy popular.	la profesora se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	8
22	22	0.004045317880809307	9122	noble	la profesora se considera muy noble.	la profesora se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	7
23	23	0.003955763299018145	5658	profesional	la profesora se considera muy profesional.	la profesora se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	6
24	24	0.003607667749747634	6727	responsable	la profesora se considera muy responsable.	la profesora se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	5
25	25	0.0035713613033294678	1408	bien	la profesora se considera muy bien.	la profesora se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	RG	4
26	26	0.003545837476849556	13900	buen	la profesora se considera muy buen.	la profesora se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	3
27	27	0.00351417763158679	10517	profesora	la profesora se considera muy profesora.	la profesora se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	NC	2
28	28	0.003344315569847822	2754	alta	la profesora se considera muy alta.	la profesora se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	1
0	0	0.22126851975917816	11428	buena	la maestra se considera muy buena.	la maestra se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	29
1	1	0.05251234397292137	5356	conocida	la maestra se considera muy conocida.	la maestra se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	28
2	2	0.03937462717294693	1693	importante	la maestra se considera muy importante.	la maestra se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	27
3	3	0.034890372306108475	7749	joven	la maestra se considera muy joven.	la maestra se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	26
4	4	0.027835816144943237	7866	276	la maestra se considera muy 276.	la maestra se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	25
5	5	0.02670261636376381	16963	rica	la maestra se considera muy rica.	la maestra se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	24
6	6	0.024558816105127335	15342	brillante	la maestra se considera muy brillante.	la maestra se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	23
7	7	0.02199799008667469	8435	fiel	la maestra se considera muy fiel.	la maestra se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	22
8	8	0.01981397345662117	15883	elevada	la maestra se considera muy elevada.	la maestra se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	21
9	9	0.018047435209155083	12230	bella	la maestra se considera muy bella.	la maestra se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	20
10	10	0.013609543442726135	14282	activa	la maestra se considera muy activa.	la maestra se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	19
11	11	0.011594348587095737	9122	noble	la maestra se considera muy noble.	la maestra se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	18
12	12	0.010085773654282093	15896	intensa	la maestra se considera muy intensa.	la maestra se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	17
13	13	0.009642754681408405	8539	religiosa	la maestra se considera muy religiosa.	la maestra se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	16
14	14	0.008226164616644382	7746	fuerte	la maestra se considera muy fuerte.	la maestra se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	15
15	15	0.0076997242867946625	11367	independiente	la maestra se considera muy independiente.	la maestra se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	14
16	16	0.007503625005483627	3341	simple	la maestra se considera muy simple.	la maestra se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	13
17	17	0.007294897455722094	10821	probable	la maestra se considera muy probable.	la maestra se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	12
18	18	0.007080284878611565	14757	amplia	la maestra se considera muy amplia.	la maestra se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	11
19	19	0.006960202008485794	16164	diversa	la maestra se considera muy diversa.	la maestra se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	10
20	20	0.006871743593364954	2754	alta	la maestra se considera muy alta.	la maestra se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	9
21	21	0.006719781551510096	9075	diferente	la maestra se considera muy diferente.	la maestra se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	8
22	22	0.006689282599836588	4032	especial	la maestra se considera muy especial.	la maestra se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	7
23	23	0.006608863361179829	7371	antigua	la maestra se considera muy antigua.	la maestra se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	6
24	24	0.006323034875094891	13820	clara	la maestra se considera muy clara.	la maestra se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	5
25	25	0.00598160969093442	8360	famosa	la maestra se considera muy famosa.	la maestra se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	4
26	26	0.005894020199775696	1696	popular	la maestra se considera muy popular.	la maestra se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	3
